保温材の状態,InsCondition,1
環境中のH2S濃度（火炎側腐食硫化）,Group11,1
石炭及び重油におけるS含有量（火炎側腐食硫化）,Group12,1
環境対策（火炎側腐食硫化）,Group13,1
対象部位の形状（流動加速腐食（,Group14,1
流れの種類（エロージョンコロージョン）,Group15,1
耐摩耗保護処置（石灰粒子エロージョン）,Group16,1
水処理方法（アルカリ腐食）,Group17,1
燃焼ガス中酸素量（酸露点腐食）,Group18,1
中和処理（酸露点腐食）,Group19,1
対象部位（ファイアクラック）,Group20,1
起動停止頻度（ファイアクラック）,Group21,1
溶接補修（液体金属脆化割れ）,Group22,1
オーバーヒート（液体金属脆化割れ）,Group23,1
デポジット中の銅成分（液体金属脆化割れ）,Group24,1
応力除去焼鈍（ひずみ時効割れ）,Group25,1
冷間加工（ひずみ時効割れ）,Group26,1
シグマ相析出面積比,Group27,1
溶接材料（異材継手クリープ）,Group28,1
起動停止回数（クリープ疲労、熱疲労）,Group29,1
適用された対策（クリープ疲労、熱疲労、腐食疲労）,Group30,1
コーティング（内面ライニング損傷）,Group31,1
ライニングタイプ（内面ライニング損傷）,Group32,1
ライニングの状態（内面ライニング損傷）,Group33,1
エロージョン特性の消耗度（フライアッシュエロージョン）,Group34,1
管間隔（フライアッシュエロージョン）,Group35,1
過去の疲労破損（機械的疲労、熱疲労、腐食疲労）,Group36,1
対象部位の形状（腐食疲労）,Group37,1
水処理・水質劣化の評価（腐食疲労）,Group38,1
累積運動時間の評価（腐食疲労）,Group39,1
耐圧部,PresR,1
保温材下腐食（大気側腐食）,CUI,1
滞留部（流動加速腐食、酸素腐食）,DeadLeg,1
配管が土や水に接触する（大気側腐食）,FInter,1
塗装が困難（大気側腐食）,CoatingDiff,1
環境中のH2S濃度を計測している[y/n]（火炎側腐食硫化）,H2Smeasure,1
スートブロワ角度＝75～100（スートブロワーエロージョン）,SBAngle,1
プロテクターの設置または管肉厚増加による対策を実施[y/n]（降下スラグエロージョン）,Protecter,1
燃焼調整が行われている（石灰粒子エロージョン）,AdjustFire,1
サイクロン式バーナー（石灰粒子エロージョン）,Burner,1
微粉炭燃料を使用（石灰粒子エロージョン）,VoalFuel,1
溶存酸素量低減対策（酸素腐食）,O2Reduce,1
流速≦1m/s（酸素腐食）,VeloGT1,1
低酸素燃焼（酸露点腐食）,LO2,1
燃焼ガス中酸素量が計測されている[y/n]（酸露点腐食）,BurnO2,1
耐圧試験を20℃以下で実施する可能性がある[y/n],TestU20,1
材料の製造年が1980年以前（ひずみ時効割れ）,Make1980,1
対象部位はベンド管またはU字管形状[y/n]（短時間過熱クリープ）,bendU,1
メーカー推奨の更新時間より算出（摩耗）,MakerHrs,1
オンラインモニタリング(サーモグラフィー、感熱塗料、電気抵抗検知器等)（内面ライニング損傷）,Online4,1
酸素または酸化剤の有無（硫酸腐食）,O2YN,1
オンラインモニタリング(日常の目視検査とバーナー調整),Online1,1
オンラインモニタリング(蒸気温度記録計),Online2,1
オンラインモニタリング(熱電対による表面温度計測と温度表示),Online3,1
外面前回塗装日,CoatingDate,-1
前回スケール厚さ測定日,ScaleDate,-1
ブロワー回数　[回/日],BLWR,0
最高運転圧力 [MPa],Pmax,0
外径[mm],OutDia,0
内圧以外の応力 [MPa],OtherStress,0
前々回肉厚検査時の肉厚,MeasuredT1,-1
前々回肉厚検査時の膜応力,Stress1,-1
前回肉厚検査時の肉厚,MeasuredT2,-1
前回肉厚検査時の膜応力,Stress2,-1
可視的・可聴的振動,Vibration,1
振動の補正係数(振動時間),VibDuration,1
15[m]以内に接続している周期的外力の源,VibSource,1
適用された対策,Measure,1
15[m]以内の範囲の複雑度,Complexity,1
ジョイントや枝管の設計,Joint,1
配管の状態,Condition,1
取付品質,Quality,1
材料の種類のID,MaterialID,1
材料の種類,Material,1
ライニング設置日/補機の前回開放点検日と兼用,LinInstDate,-1
ライニング前回検査日,PrevInsDate,-1
ライニング次回検査日,NextInsDate,-1
ライニング次回交換日,ReplaceDate,-1
限界摩耗量[mm],WearA,0
摺動速度[m/min],WearS,1
荷重[kg],WearL,1
メーカによる推奨更新年数,Wearta,1
材料のブリネル硬さ(HB),HB,1
流速[m/s],Velocity,0
酸濃度[wt%],Acidwt,0
